{'Multi-pitch': 0.44848484848484854, 'Voice': 0.6597222222222222, 'Meter': 0.3076923076923077, 'Value': 0.5694135986134652, 'Harmony': 0.0, 'MV2H': 0.3970625954025687}
{'Multi-pitch': 0.47191011235955055, 'Voice': 1.0, 'Meter': 0.09090909090909093, 'Value': 0.9357429718875502, 'Harmony': 0.0, 'MV2H': 0.4997124350312383}
pass
{'Multi-pitch': 0.2692307692307692, 'Voice': 0.5, 'Meter': 0.19834710743801653, 'Value': 0.8997995991983968, 'Harmony': 0.0, 'MV2H': 0.3734754951734365}
{'Multi-pitch': 0.4881889763779528, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.9722222222222222, 'Harmony': 1.0, 'MV2H': 0.692082239720035}
{'Multi-pitch': 0.33606557377049184, 'Voice': 0.5918831168831169, 'Meter': 0.15, 'Value': 0.7962591850367402, 'Harmony': 1.0, 'MV2H': 0.5748415751380698}
{'Multi-pitch': 0.4555160142348754, 'Voice': 0.8571428571428571, 'Meter': 0.021352313167259787, 'Value': 0.9438682576855879, 'Harmony': 0.0, 'MV2H': 0.455575888446116}
{'Multi-pitch': 0.6352941176470589, 'Voice': 0.6156862745098041, 'Meter': 0.2833333333333333, 'Value': 0.9523809523809523, 'Harmony': 1.0, 'MV2H': 0.6973389355742297}
{'Multi-pitch': 0.4810126582278481, 'Voice': 0.7647058823529411, 'Meter': 0.42857142857142855, 'Value': 0.9393130234251731, 'Harmony': 1.0, 'MV2H': 0.7227205985154781}
{'Multi-pitch': 0.4948453608247421, 'Voice': 0.803030303030303, 'Meter': 0.30434782608695654, 'Value': 0.7915207925891944, 'Harmony': 1.0, 'MV2H': 0.6787488565062392}
{'Multi-pitch': 0.574712643678161, 'Voice': 1.0, 'Meter': 0.43589743589743596, 'Value': 0.7216655533288799, 'Harmony': 0.5, 'MV2H': 0.6464551265808953}
{'Multi-pitch': 0.08, 'Voice': 1.0, 'Meter': 0.23076923076923075, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.4621538461538462}
{'Multi-pitch': 0.0851063829787234, 'Voice': 1.0, 'Meter': 0.3137254901960784, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.47976637463496036}
{'Multi-pitch': 0.6923076923076923, 'Voice': 0.5912698412698413, 'Meter': 0.4421052631578948, 'Value': 0.8252505010020041, 'Harmony': 1.0, 'MV2H': 0.7101866595474865}
{'Multi-pitch': 0.22222222222222224, 'Voice': 1.0, 'Meter': 0.09722222222222222, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.5638888888888889}
{'Multi-pitch': 0.5238095238095238, 'Voice': 0.9354838709677419, 'Meter': 0.0, 'Value': 0.9063989827043645, 'Harmony': 1.0, 'MV2H': 0.673138475496326}
{'Multi-pitch': 0.671875, 'Voice': 1.0, 'Meter': 0.19696969696969696, 'Value': 0.7760873443887284, 'Harmony': 1.0, 'MV2H': 0.728986408271685}
{'Multi-pitch': 0.31016042780748665, 'Voice': 0.8024691358024693, 'Meter': 0.09580838323353294, 'Value': 0.9453671328671329, 'Harmony': 1.0, 'MV2H': 0.6307610159421244}
{'Multi-pitch': 0.41739130434782606, 'Voice': 0.7460317460317459, 'Meter': 0.40350877192982454, 'Value': 0.9642141425708559, 'Harmony': 1.0, 'MV2H': 0.7062291929760505}
{'Multi-pitch': 0.4276729559748428, 'Voice': 0.6060606060606061, 'Meter': 0.0, 'Value': 0.871863799283154, 'Harmony': 0.0, 'MV2H': 0.38111947226372056}
{'Multi-pitch': 0.6375, 'Voice': 0.8163265306122449, 'Meter': 0.16296296296296298, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7233578987150416}
{'Multi-pitch': 0.8571428571428572, 'Voice': 0.9833333333333333, 'Meter': 0.3783783783783784, 'Value': 0.7728494623655915, 'Harmony': 1.0, 'MV2H': 0.7983408062440321}
{'Multi-pitch': 0.4533333333333333, 'Voice': 0.9375, 'Meter': 0.0, 'Value': 0.9807692307692307, 'Harmony': 1.0, 'MV2H': 0.6743205128205128}
{'Multi-pitch': 0.37209302325581395, 'Voice': 0.8055555555555556, 'Meter': 0.18681318681318684, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.47289235312491124}
{'Multi-pitch': 0.4461538461538461, 'Voice': 0.9185185185185184, 'Meter': 0.2105263157894737, 'Value': 0.8021024902905742, 'Harmony': 1.0, 'MV2H': 0.6754602341504825}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.3714285714285714, 'Voice': 0.4666666666666666, 'Meter': 0.15384615384615385, 'Value': 0.8503014060249011, 'Harmony': 0.0, 'MV2H': 0.3684485595932586}
{'Multi-pitch': 0.48958333333333337, 'Voice': 0.912280701754386, 'Meter': 0.1372549019607843, 'Value': 0.9072453895404233, 'Harmony': 0.0, 'MV2H': 0.4892728653177854}
pass
{'Multi-pitch': 0.5038167938931297, 'Voice': 0.8888888888888888, 'Meter': 0.6666666666666666, 'Value': 0.9799599198396794, 'Harmony': 1.0, 'MV2H': 0.807866453857673}
{'Multi-pitch': 0.5054945054945056, 'Voice': 0.4696969696969697, 'Meter': 0.4722222222222222, 'Value': 0.8637274549098197, 'Harmony': 0.0, 'MV2H': 0.4622282304647035}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.3624161073825503, 'Voice': 0.9285714285714286, 'Meter': 0.14285714285714285, 'Value': 0.8236768986903092, 'Harmony': 0.0, 'MV2H': 0.45150431550028614}
{'Multi-pitch': 0.1515151515151515, 'Voice': 1.0, 'Meter': 0.035398230088495575, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.2373826763207294}
{'Multi-pitch': 0.2377622377622378, 'Voice': 0.9333333333333333, 'Meter': 0.0, 'Value': 0.7142857142857143, 'Harmony': 1.0, 'MV2H': 0.5770762570762571}
{'Multi-pitch': 0.40963855421686746, 'Voice': 0.870967741935484, 'Meter': 0.21794871794871795, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6997110028202138}
{'Multi-pitch': 0.42857142857142855, 'Voice': 0.625, 'Meter': 0.24358974358974356, 'Value': 0.4372186093046524, 'Harmony': 0.5, 'MV2H': 0.4468759562931649}
{'Multi-pitch': 0.08333333333333334, 'Voice': 0.5, 'Meter': 0.16666666666666663, 'Value': 0.0, 'Harmony': 1.0, 'MV2H': 0.35}
{'Multi-pitch': 0.3222222222222222, 'Voice': 0.8695652173913043, 'Meter': 0.05, 'Value': 0.7958500669344043, 'Harmony': 0.0, 'MV2H': 0.40752750130958615}
{'Multi-pitch': 0.3013698630136986, 'Voice': 0.8500000000000001, 'Meter': 0.04580152671755726, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.43943427794625123}
pass
{'Multi-pitch': 0.5263157894736842, 'Voice': 0.8541666666666666, 'Meter': 0.21666666666666667, 'Value': 0.8205185210520916, 'Harmony': 1.0, 'MV2H': 0.6835335287718218}
{'Multi-pitch': 0.5714285714285715, 'Voice': 0.888888888888889, 'Meter': 0.3035714285714286, 'Value': 0.93423710663771, 'Harmony': 0.0, 'MV2H': 0.5396251991053198}
{'Multi-pitch': 0.3294117647058823, 'Voice': 1.0, 'Meter': 0.15277777777777776, 'Value': 0.9723337795626953, 'Harmony': 0.5, 'MV2H': 0.590904664409271}
{'Multi-pitch': 0.3787878787878788, 'Voice': 0.782608695652174, 'Meter': 0.021739130434782608, 'Value': 0.931726907630522, 'Harmony': 0.0, 'MV2H': 0.42297252250107154}
{'Multi-pitch': 0.4634146341463415, 'Voice': 0.5128205128205128, 'Meter': 0.15789473684210525, 'Value': 0.7327542786106974, 'Harmony': 0.5, 'MV2H': 0.4733768324839314}
{'Multi-pitch': 0.2510822510822511, 'Voice': 0.9166666666666667, 'Meter': 0.05172413793103448, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.5438946111359904}
{'Multi-pitch': 0.379746835443038, 'Voice': 0.6282051282051283, 'Meter': 0.20833333333333334, 'Value': 0.7006012024048095, 'Harmony': 0.0, 'MV2H': 0.3833772998772618}
{'Multi-pitch': 0.4736842105263158, 'Voice': 1.0, 'Meter': 0.14666666666666667, 'Value': 0.9221356600855484, 'Harmony': 1.0, 'MV2H': 0.7084973074557063}
pass
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.25, 'Voice': 0.4761904761904762, 'Meter': 0.07179487179487179, 'Value': 0.7667172756064909, 'Harmony': 0.5, 'MV2H': 0.41294052471836784}
{'Multi-pitch': 0.4727272727272728, 'Voice': 0.8333333333333333, 'Meter': 0.07079646017699115, 'Value': 0.9843436873747495, 'Harmony': 0.5, 'MV2H': 0.5722401507224694}
{'Multi-pitch': 0.4805194805194805, 'Voice': 0.9545454545454546, 'Meter': 0.03409090909090909, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6938311688311689}
{'Multi-pitch': 0.419047619047619, 'Voice': 0.8518518518518519, 'Meter': 0.055045871559633024, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.46518906849182073}
{'Multi-pitch': 0.7636363636363636, 'Voice': 0.975609756097561, 'Meter': 0.46031746031746035, 'Value': 0.972972972972973, 'Harmony': 1.0, 'MV2H': 0.8345073106048716}
{'Multi-pitch': 0.4545454545454546, 'Voice': 0.8421052631578947, 'Meter': 0.3466666666666666, 'Value': 0.9375, 'Harmony': 0.5, 'MV2H': 0.6161634768740032}
{'Multi-pitch': 0.5285714285714286, 'Voice': 0.9142857142857143, 'Meter': 0.14583333333333334, 'Value': 0.9018539961011598, 'Harmony': 0.0, 'MV2H': 0.4981088944583272}
{'Multi-pitch': 0.3333333333333333, 'Voice': 0.9047619047619048, 'Meter': 0.06, 'Value': 0.8081556997219648, 'Harmony': 0.5, 'MV2H': 0.5212501875634405}
{'Multi-pitch': 0.4130434782608695, 'Voice': 1.0, 'Meter': 0.09090909090909091, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5007905138339921}
{'Multi-pitch': 0.39370078740157477, 'Voice': 0.7916666666666666, 'Meter': 0.28205128205128205, 'Value': 0.8556894243641231, 'Harmony': 0.5, 'MV2H': 0.5646216320967292}
{'Multi-pitch': 0.40310077519379844, 'Voice': 0.8399999999999999, 'Meter': 0.16666666666666669, 'Value': 0.846813625249699, 'Harmony': 0.0, 'MV2H': 0.4513162134220329}
{'Multi-pitch': 0.4367816091954023, 'Voice': 0.6666666666666667, 'Meter': 0.13043478260869565, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6467766116941529}
{'Multi-pitch': 0.5925925925925927, 'Voice': 0.8544973544973543, 'Meter': 0.3, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7494179894179893}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.3893805309734513, 'Voice': 0.8070175438596491, 'Meter': 0.14285714285714285, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.5678510435380486}
{'Multi-pitch': 0.5622119815668203, 'Voice': 1.0, 'Meter': 0.26666666666666666, 'Value': 0.8562091503267973, 'Harmony': 1.0, 'MV2H': 0.7370175597120568}
{'Multi-pitch': 0.5142857142857142, 'Voice': 0.9135802469135802, 'Meter': 0.38735177865612647, 'Value': 0.979124916499666, 'Harmony': 1.0, 'MV2H': 0.7588685312710174}
{'Multi-pitch': 0.4383561643835617, 'Voice': 0.8666666666666667, 'Meter': 0.24074074074074076, 'Value': 0.875, 'Harmony': 0.5, 'MV2H': 0.5841527143581938}
{'Multi-pitch': 0.35064935064935066, 'Voice': 0.6153846153846154, 'Meter': 0.0, 'Value': 0.8331102186523873, 'Harmony': 0.5, 'MV2H': 0.45982883693727067}
{'Multi-pitch': 0.4220183486238533, 'Voice': 0.8333333333333334, 'Meter': 0.26785714285714285, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5046417649628658}
{'Multi-pitch': 0.7428571428571429, 'Voice': 0.9803921568627451, 'Meter': 0.23456790123456794, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7915634401908912}
{'Multi-pitch': 0.5289256198347108, 'Voice': 0.6780303030303031, 'Meter': 0.32167832167832167, 'Value': 0.977364001460387, 'Harmony': 1.0, 'MV2H': 0.7011996492007445}
{'Multi-pitch': 0.1758241758241758, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.6662497500840854, 'Harmony': 0.0, 'MV2H': 0.36841478518165227}
pass
{'Multi-pitch': 0.4566929133858268, 'Voice': 0.8076923076923077, 'Meter': 0.0, 'Value': 0.9476854787571337, 'Harmony': 0.0, 'MV2H': 0.44241413996705364}
{'Multi-pitch': 0.5637583892617449, 'Voice': 0.9333333333333333, 'Meter': 0.2258064516129032, 'Value': 0.8934198331788695, 'Harmony': 1.0, 'MV2H': 0.7232636014773701}
{'Multi-pitch': 0.9137931034482758, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9810942639996976, 'Harmony': 1.0, 'MV2H': 0.912310806822928}
{'Multi-pitch': 0.513888888888889, 'Voice': 0.6666666666666667, 'Meter': 0.18055555555555555, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6722222222222223}
{'Multi-pitch': 0.30344827586206896, 'Voice': 0.5714285714285714, 'Meter': 0.010050251256281405, 'Value': 0.9170013386880856, 'Harmony': 0.5, 'MV2H': 0.4603856874470015}
{'Multi-pitch': 0.4222222222222223, 'Voice': 1.0, 'Meter': 0.5087719298245615, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.6861988304093567}
{'Multi-pitch': 0.5783132530120482, 'Voice': 0.8928571428571428, 'Meter': 0.12087912087912087, 'Value': 0.9433807812997408, 'Harmony': 1.0, 'MV2H': 0.7070860596096106}
{'Multi-pitch': 0.4113475177304965, 'Voice': 1.0, 'Meter': 0.1481481481481481, 'Value': 0.8611111111111112, 'Harmony': 0.0, 'MV2H': 0.4841213553979511}
{'Multi-pitch': 0.30493273542600896, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.9281206171107993, 'Harmony': 1.0, 'MV2H': 0.6466106705073617}
{'Multi-pitch': 0.6455696202531646, 'Voice': 1.0, 'Meter': 0.1827956989247312, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7656730638355791}
{'Multi-pitch': 0.4807692307692307, 'Voice': 1.0, 'Meter': 0.24074074074074076, 'Value': 0.9721665553328881, 'Harmony': 0.5, 'MV2H': 0.6387353053685719}
{'Multi-pitch': 0.1871345029239766, 'Voice': 0.5119047619047619, 'Meter': 0.03508771929824561, 'Value': 0.75, 'Harmony': 0.0, 'MV2H': 0.2968253968253968}
{'Multi-pitch': 0.24242424242424243, 'Voice': 0.8095238095238095, 'Meter': 0.09722222222222222, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6298340548340549}
{'Multi-pitch': 0.7777777777777777, 'Voice': 1.0, 'Meter': 0.3358778625954199, 'Value': 0.6495991983967935, 'Harmony': 0.5, 'MV2H': 0.6526509677539982}
{'Multi-pitch': 0.5106382978723404, 'Voice': 0.48611111111111116, 'Meter': 0.10144927536231883, 'Value': 0.7909980669341368, 'Harmony': 1.0, 'MV2H': 0.5778393502559813}
{'Multi-pitch': 0.0821917808219178, 'Voice': 0.0, 'Meter': 0.10144927536231883, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.03672821123684733}
{'Multi-pitch': 0.40789473684210525, 'Voice': 0.8293650793650794, 'Meter': 0.29629629629629634, 'Value': 0.7588323725007559, 'Harmony': 0.5, 'MV2H': 0.5584776970008474}
{'Multi-pitch': 0.2245989304812834, 'Voice': 0.9, 'Meter': 0.1590909090909091, 'Value': 0.8333333333333334, 'Harmony': 0.0, 'MV2H': 0.4234046345811052}
{'Multi-pitch': 0.47239263803680975, 'Voice': 0.9234234234234234, 'Meter': 0.03571428571428571, 'Value': 0.9583333333333334, 'Harmony': 0.0, 'MV2H': 0.4779727361015705}
{'Multi-pitch': 0.189873417721519, 'Voice': 0.6153846153846154, 'Meter': 0.06504065040650407, 'Value': 0.6187929717341483, 'Harmony': 0.0, 'MV2H': 0.29781833104935734}
{'Multi-pitch': 0.19780219780219782, 'Voice': 0.8000000000000002, 'Meter': 0.3225806451612903, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.2640765685926977}
{'Multi-pitch': 0.03333333333333333, 'Voice': 0.0, 'Meter': 0.24, 'Value': 0.4992496248124062, 'Harmony': 0.0, 'MV2H': 0.1545165916291479}
{'Multi-pitch': 0.38554216867469876, 'Voice': 0.6521739130434782, 'Meter': 0.11347517730496455, 'Value': 0.8755767816008782, 'Harmony': 0.0, 'MV2H': 0.40535360812480387}
{'Multi-pitch': 0.5, 'Voice': 0.8846153846153846, 'Meter': 0.3148148148148148, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5398860398860399}
pass
{'Multi-pitch': 0.1572052401746725, 'Voice': 0.5476190476190476, 'Meter': 0.00516795865633075, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.5419984492900102}
{'Multi-pitch': 0.4255319148936171, 'Voice': 0.7058823529411765, 'Meter': 0.10526315789473685, 'Value': 0.8554024948259199, 'Harmony': 1.0, 'MV2H': 0.6184159841110901}
{'Multi-pitch': 0.43157894736842106, 'Voice': 0.7343750000000001, 'Meter': 0.10256410256410257, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.5537036099865047}
{'Multi-pitch': 0.4, 'Voice': 0.9375, 'Meter': 0.15, 'Value': 0.7908777969018932, 'Harmony': 1.0, 'MV2H': 0.6556755593803786}
{'Multi-pitch': 0.4912280701754386, 'Voice': 1.0, 'Meter': 0.24242424242424246, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5467304625199362}
{'Multi-pitch': 0.44660194174757284, 'Voice': 0.46491228070175433, 'Meter': 0.30434782608695654, 'Value': 0.9544543632719986, 'Harmony': 0.0, 'MV2H': 0.4340632823616565}
{'Multi-pitch': 0.5483870967741936, 'Voice': 0.8125000000000001, 'Meter': 0.21333333333333335, 'Value': 0.8979392093114263, 'Harmony': 0.0, 'MV2H': 0.49443192788379065}
{'Multi-pitch': 0.47204968944099385, 'Voice': 0.7685185185185185, 'Meter': 0.01724137931034483, 'Value': 0.9349784567175871, 'Harmony': 0.0, 'MV2H': 0.43855760879748884}
{'Multi-pitch': 0.6829268292682926, 'Voice': 1.0, 'Meter': 0.2222222222222222, 'Value': 0.8571428571428571, 'Harmony': 1.0, 'MV2H': 0.7524583817266743}
{'Multi-pitch': 0.3148148148148148, 'Voice': 0.9354838709677419, 'Meter': 0.05128205128205129, 'Value': 0.913978494623656, 'Harmony': 0.0, 'MV2H': 0.44311184633765277}
{'Multi-pitch': 0.302158273381295, 'Voice': 0.47058823529411764, 'Meter': 0.0, 'Value': 0.8333333333333334, 'Harmony': 1.0, 'MV2H': 0.5212159684017492}
{'Multi-pitch': 0.2608695652173913, 'Voice': 0.0, 'Meter': 0.13793103448275862, 'Value': 0.49949949949949946, 'Harmony': 1.0, 'MV2H': 0.37966001983992986}
{'Multi-pitch': 0.6, 'Voice': 0.4333333333333333, 'Meter': 0.12612612612612611, 'Value': 0.46464357286000574, 'Harmony': 1.0, 'MV2H': 0.5248206064638931}
pass
{'Multi-pitch': 0.3176470588235294, 'Voice': 0.5984848484848485, 'Meter': 0.2857142857142857, 'Value': 0.9615384615384616, 'Harmony': 0.0, 'MV2H': 0.43267693091222503}
{'Multi-pitch': 0.33136094674556216, 'Voice': 1.0, 'Meter': 0.20833333333333334, 'Value': 0.9521897112258557, 'Harmony': 1.0, 'MV2H': 0.6983767982609501}
{'Multi-pitch': 0.5, 'Voice': 0.8571428571428571, 'Meter': 0.0, 'Value': 0.8764855687606111, 'Harmony': 0.0, 'MV2H': 0.44672568518069367}
{'Multi-pitch': 0.36, 'Voice': 0.6933333333333334, 'Meter': 0.038461538461538464, 'Value': 0.7003398208217486, 'Harmony': 0.0, 'MV2H': 0.3584269385233241}
pass
{'Multi-pitch': 0.506024096385542, 'Voice': 1.0, 'Meter': 0.19047619047619047, 'Value': 0.8173646968827691, 'Harmony': 1.0, 'MV2H': 0.7027729967489004}
{'Multi-pitch': 0.297029702970297, 'Voice': 1.0, 'Meter': 0.010869565217391304, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.5615798536375377}
{'Multi-pitch': 0.39800995024875624, 'Voice': 0.7631578947368421, 'Meter': 0.09333333333333332, 'Value': 0.9705882352941176, 'Harmony': 1.0, 'MV2H': 0.6450178827226098}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.41538461538461535, 'Voice': 0.7916666666666666, 'Meter': 0.10526315789473685, 'Value': 0.7389785046544349, 'Harmony': 0.0, 'MV2H': 0.4102585889200908}
{'Multi-pitch': 0.4642857142857143, 'Voice': 0.7083333333333335, 'Meter': 0.4743589743589744, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7293956043956045}
{'Multi-pitch': 0.5, 'Voice': 1.0, 'Meter': 0.3833333333333333, 'Value': 0.9912163586536434, 'Harmony': 0.0, 'MV2H': 0.5749099383973953}
{'Multi-pitch': 0.2317596566523605, 'Voice': 0.8563492063492064, 'Meter': 0.05084745762711864, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.42779126412573715}
{'Multi-pitch': 0.5280898876404494, 'Voice': 0.9689922480620156, 'Meter': 0.12056737588652484, 'Value': 0.9181285466290566, 'Harmony': 1.0, 'MV2H': 0.7071556116436093}
{'Multi-pitch': 0.4615384615384615, 'Voice': 0.9666666666666667, 'Meter': 0.03333333333333333, 'Value': 0.9255020080321286, 'Harmony': 0.0, 'MV2H': 0.47740809391411804}
{'Multi-pitch': 0.3794037940379404, 'Voice': 1.0, 'Meter': 0.10714285714285714, 'Value': 0.9302546838407494, 'Harmony': 1.0, 'MV2H': 0.6833602670043094}
{'Multi-pitch': 0.30303030303030304, 'Voice': 0.8106060606060607, 'Meter': 0.0, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6227272727272728}
{'Multi-pitch': 0.2916666666666667, 'Voice': 1.0, 'Meter': 0.29629629629629634, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5175925925925926}
{'Multi-pitch': 0.18000000000000002, 'Voice': 0.5647495361781075, 'Meter': 0.1234567901234568, 'Value': 0.0, 'Harmony': 0.5, 'MV2H': 0.27364126526031285}
{'Multi-pitch': 0.38317757009345793, 'Voice': 0.6711711711711712, 'Meter': 0.11538461538461539, 'Value': 0.9583333333333334, 'Harmony': 1.0, 'MV2H': 0.6256133379965155}
{'Multi-pitch': 0.1585365853658537, 'Voice': 0.8333333333333333, 'Meter': 0.18666666666666668, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6357073170731707}
{'Multi-pitch': 0.4, 'Voice': 0.572463768115942, 'Meter': 0.17391304347826086, 'Value': 0.9102564102564104, 'Harmony': 1.0, 'MV2H': 0.6113266443701226}
{'Multi-pitch': 0.26506024096385544, 'Voice': 0.8125000000000001, 'Meter': 0.0, 'Value': 0.8340026773761714, 'Harmony': 1.0, 'MV2H': 0.5823125836680054}
{'Multi-pitch': 0.45783132530120485, 'Voice': 1.0, 'Meter': 0.18181818181818182, 'Value': 0.9377510040160643, 'Harmony': 0.5, 'MV2H': 0.6154801022270902}
{'Multi-pitch': 0.5454545454545454, 'Voice': 0.8472222222222223, 'Meter': 0.12903225806451613, 'Value': 0.7737936296013732, 'Harmony': 1.0, 'MV2H': 0.6591005310685314}
{'Multi-pitch': 0.47058823529411764, 'Voice': 1.0, 'Meter': 0.07142857142857142, 'Value': 0.962250742926052, 'Harmony': 1.0, 'MV2H': 0.7008535099297483}
{'Multi-pitch': 0.5507246376811593, 'Voice': 1.0, 'Meter': 0.3157894736842105, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.6733028222730739}
{'Multi-pitch': 0.5952380952380952, 'Voice': 0.8581560283687943, 'Meter': 0.08450704225352113, 'Value': 0.8650579513218329, 'Harmony': 0.5, 'MV2H': 0.5805918234364487}
{'Multi-pitch': 0.4684684684684684, 'Voice': 1.0, 'Meter': 0.26666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.747027027027027}
{'Multi-pitch': 0.3184713375796178, 'Voice': 1.0, 'Meter': 0.0, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6636942675159235}
{'Multi-pitch': 0.3037974683544304, 'Voice': 0.7499999999999999, 'Meter': 0.03478260869565218, 'Value': 0.8853090796978573, 'Harmony': 1.0, 'MV2H': 0.594777831349588}
{'Multi-pitch': 0.34838709677419355, 'Voice': 0.92, 'Meter': 0.19298245614035087, 'Value': 0.9230769230769231, 'Harmony': 0.0, 'MV2H': 0.47688929519829354}
{'Multi-pitch': 0.6944444444444445, 'Voice': 0.6530612244897959, 'Meter': 0.0, 'Value': 0.9793771043771043, 'Harmony': 1.0, 'MV2H': 0.665376554662269}
{'Multi-pitch': 0.0449438202247191, 'Voice': 1.0, 'Meter': 0.014814814814814814, 'Value': 0.2705410821643287, 'Harmony': 0.8333333333333334, 'MV2H': 0.43272661010743924}
{'Multi-pitch': 0.5499999999999999, 'Voice': 0.4, 'Meter': 0.5084745762711865, 'Value': 0.3333333333333333, 'Harmony': 1.0, 'MV2H': 0.558361581920904}
{'Multi-pitch': 0.4148148148148148, 'Voice': 0.7948717948717949, 'Meter': 0.044444444444444446, 'Value': 0.9641422834193918, 'Harmony': 1.0, 'MV2H': 0.6436546675100893}
{'Multi-pitch': 0.47852760736196315, 'Voice': 0.6588235294117647, 'Meter': 0.23684210526315788, 'Value': 0.8148148148148148, 'Harmony': 0.0, 'MV2H': 0.4378016113703401}
{'Multi-pitch': 0.2580645161290323, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.6673346693386774, 'Harmony': 1.0, 'MV2H': 0.5850798370935419}
{'Multi-pitch': 0.49261083743842365, 'Voice': 0.7359649122807017, 'Meter': 0.17647058823529413, 'Value': 0.7171645225463705, 'Harmony': 0.0, 'MV2H': 0.424442172100158}
